NVT Name,Summary,Vulnerability Insight,Impact,target,id
"PHP < 5.6.29, 7.0.x < 7.0.14 DoS Vulnerability - Linux",PHP is prone to a denial of service (DoS) vulnerability.,"The php_wddx_push_element function in ext/wddx/wddx.c allows
  remote attackers to cause a denial of service (out-of-bounds read and memory corruption) or
  possibly have unspecified other impact via an empty boolean element in a wddxPacket XML
  document.",,Critical,611db24e-3293-45ca-9eb0-80b1f0e8ea79
Samba Multiple Vulnerabilities (Jul 2022),Samba is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2022-2031: Samba AD users can bypass certain restrictions associated with changing passwords

  - CVE-2022-32742: Server memory information leak via SMB1

  - CVE-2022-32746: Samba AD users can induce a use-after-free in the server process with an LDAP
  add or modify request",,High,468675b9-8684-4de8-b89a-9c4feca2ffc1
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,1dc59e6c-6200-4e2c-93d1-2d497dc4d766
Samba Multiple Vulnerabilities (Dec 2022),Samba is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2022-37966: rc4-hmac Kerberos session keys issued to modern servers

  - CVE-2022-37967: Kerberos constrained delegation ticket forgery possible against Samba AD DC

  - CVE-2022-38023: RC4/HMAC-MD5 NetLogon Secure Channel is weak and should be avoided",,High,91b155e6-7f49-48b6-899c-16830cc9f9d2
Apache HTTP Server < 2.4.38 HTTP/2 DoS Vulnerability - Linux,"By sending request bodies in a slow loris way to plain resources, the h2
  stream for that request unnecessarily occupied a server thread cleaning up that incoming data. This affects only
  HTTP/2 connections. A possible mitigation is to not enable the h2 protocol.",,,Medium,878899b7-3976-410e-96e7-5d71938ec641
Drupal End of Life (EOL) Detection - Linux,"The Drupal version on the remote host has reached the End of
  Life (EOL) and should not be used anymore.",,"An EOL version of Drupal is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.",Critical,dc5df530-8948-4de9-bbb8-b55ff5b4fd67
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,3d3ee80e-395e-47e4-8d3a-10ceac0a8c55
"PHP < 5.5.35, 5.6.x < 5.6.21, 7.x < 7.0.6 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Improper validation of TIFF start data in 'exif_process_TIFF_in_JPEG' function in
  'ext/exif/exif.c' script.

  - Improper validation of IFD sizes in 'exif_process_TIFF_in_JPEG' function in 'ext/exif/exif.c'
  script.

  - Improper construction of spprintf arguments, in 'exif_process_TIFF_in_JPEG' function in
  'ext/exif/exif.c' script.

  - Error in 'grapheme_strpos function' in 'ext/intl/grapheme/grapheme_string.c'.

  - Error in 'xml_parse_into_struct' function in 'ext/xml/xml.c' script.

  - The 'bcpowmod' function in 'ext/bcmath/bcmath.c' improperly modifies certain data structures.

  - Improper validation of input passed to 'bcpowmod' function in 'ext/bcmath/bcmath.c' script.

  - Error in 'grapheme_strpos' function in ext/intl/grapheme/grapheme_string.c script.","Successfully exploiting these issues allow remote attackers to
  cause a denial of service (out-of-bounds read) or possibly have unspecified other impact.",Critical,bf39877b-011f-433f-9b92-d815e822c975
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,c554d0e8-98a0-4ceb-ad43-5ae8b7bd319e
"PHP < 7.3.28, 7.4.x < 7.4.18 IMAP Header Injection Vulnerability (Apr 2021) - Linux",PHP is prone to an IMAP header injection vulnerability.,,,Medium,64fb9956-2e5e-40d8-9889-67b2d1e815db
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,4f8ee407-bde1-4337-9b73-9d75f57c823b
"Samba < 3.0.37, 3.1.x < 3.2.15, 3.3.x < 3.3.8, 3.4.x < 3.4.2 Multiple Vulnerabilities","Samba is prone to multiple vulnerabilities including a vulnerability
  that may allow attackers to bypass certain security restrictions, an
  information disclosure vulnerability and a remote denial-of-service vulnerability.",,"Successful exploits may allow attackers to gain access to resources
  that aren't supposed to be shared, allow attackers to obtain sensitive
  information that may aid in further attacks and to cause the
  application to consume excessive CPU resources, denying service to legitimate users.",Medium,414aeb03-be21-45aa-93ed-76e9550f6771
"Samba >= 4.0.0, <= 4.5.2 Multiple Privilege Escalation Vulnerabilities",Samba is prone to multiple privilege escalation vulnerabilities.,"'- CVE-2016-2126: Samba is prone to privilege elevation due to
  incorrect handling of the PAC (Privilege Attribute Certificate) checksum. A remote, authenticated,
  attacker can cause the winbindd process to creash using a legitimate Kerberos ticket. A local
  service with access to the winbindd privileged pipe can cause winbindd to cache elevated access
  permissions.

  - CVE-2016-2123: The Samba routine ndr_pull_dnsp_name contains an integer wrap problem, leading to
  an attacker-controlled memory overwrite. ndr_pull_dnsp_name parses data from the Samba Active
  Directory ldb database. Any user who can write to the dnsRecord attribute over LDAP can trigger this
  memory corruption.

  By default, all authenticated LDAP users can write to the dnsRecord attribute on new DNS objects.
  This makes the defect a remote privilege escalation.","Successful exploitation would allow an authenticated attacker to
  gain additional access rights.",High,88b25b34-9a57-4057-959e-f64eb42254f4
Python Buffer Over-Read Vulnerability (Jul 2024) - Linux,"Python is prone to a buffer over-read vulnerability in
  SSLContext.set_npn_protocols().","The product doesn't disallow configuring an empty list ('[]')
  for SSLContext.set_npn_protocols() which is an invalid value for the underlying OpenSSL API. This
  results in a buffer over-read when NPN is used (see CVE-2024-5535 for OpenSSL). This vulnerability
  is of low severity due to NPN being not widely used and specifying an empty list likely being
  uncommon in-practice (typically a protocol name would be configured).",,Medium,f88626e4-2ecd-4fb7-8863-2834eb83f2ad
SSL/TLS: Safe/Secure Renegotiation Support Status,"Checks and reports if a remote SSL/TLS service supports
  safe/secure renegotiation.",,,Log,5eac3636-6686-4bb0-8525-cf1d5474452a
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,ff735670-4477-4e35-a44c-8015a0fea24b
Apache Tomcat CORS Filter Setting Security Bypass Vulnerability,Apache Tomcat is prone to a security bypass vulnerability.,"The flaw exists because defaults settings
  for the CORS filter provided in Apache Tomcat are insecure and enable
  'supportsCredentials' for all origins.","Successful exploitation will allow remote
  attackers to bypass certain security restrictions and perform unauthorized
  actions. This may aid in further attacks.",Critical,7b5f40c8-e7f9-430c-8b43-914f53d8097a
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,aae56ef5-71d6-4368-a52b-5b687d5b238f
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,bec7167d-9553-4268-81e8-b7a877f77263
"phpMyAdmin < 4.9.10, 5.x < 5.1.3 Information Disclosure Vulnerability - Linux",phpMyAdmin is prone to an information disclosure vulnerability.,"The issue could allow users to cause an error that would reveal
  the path on disk where phpMyAdmin is running from. This requires the server to be running with
  display_errors on, which is not the recommended setting for a production environment.",,High,243e7199-6e2f-4bce-be84-ab234061a7fe
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,d33f9bdb-f4a7-42ce-8d44-03d61a89b194
PHP CVE-2017-7189 Improper Input Validation Vulnerability - Linux,PHP is improperly validating input from untrusted input.,"main/streams/xp_socket.c in PHP misparses fsockopen calls,
  such as by interpreting fsockopen('127.0.0.1:80', 443) as if the address/port were
  127.0.0.1:80:443, which is later truncated to 127.0.0.1:80. This behavior has a security risk if
  the explicitly provided port number (i.e., 443 in this example) is hardcoded into an application
  as a security policy, but the hostname argument (i.e., 127.0.0.1:80 in this example) is obtained
  from untrusted input.",,High,bab04b24-322e-4f20-886c-44434bec435f
ProFTPD Detection Consolidation,Consolidation of ProFTPD detections.,,,Log,cfcd6033-c60f-4699-9d1b-2d9086bbe02d
jQuery Detection Consolidation,Consolidation of jQuery detections.,,,Log,7bea094a-e0fb-4748-a9e4-b03ee39ff491
jQuery End of Life (EOL) Detection - Linux,"The jQuery version on the remote host has reached the end of
  life (EOL) and should not be used anymore.",,"An EOL version of jQuery is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.",Critical,9cac2456-fb07-4c72-8d46-d69b45ea4fa9
"PHP < 8.1.29, 8.2.x < 8.2.20, 8.3.x < 8.3.8 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2024-4577: Argument injection in PHP-CGI (bypass of CVE-2012-1823)

  - CVE-2024-5458: Filter bypass in filter_var FILTER_VALIDATE_URL

  - CVE-2024-5585: Bypass of CVE-2024-1874

  Note: As of 06/2024 the CVEs CVE-2024-4577 and CVE-2024-5585 are known to be exploitable on
  Windows systems only.",,Critical,da9c142d-63b6-4519-8e70-40a755cd515b
Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.30 Security Update (cpuoct2022) - Linux,Oracle MySQL Server is prone to multiple vulnerabilities.,,,Medium,78892d2c-24a0-4316-9dbb-6e7c5ca2870a
"PHP < 5.5.32, 5.6.x < 5.6.18, 7.x < 7.0.3 Privilege Escalation Vulnerability - Linux",PHP is prone to a privilege escalation vulnerability.,"An error occurs in the function stream_get_meta_data of the
  component File Upload. The manipulation as part of a Return Value leads to a privilege escalation
  vulnerability (Metadata).","Successfully exploitation will allow an attacker to update the
  'metadata' and affect on confidentiality, integrity, and availability.",High,9659e9f1-9156-41ba-924c-db35c09ce834
